character,category,base_file,no_box_reason,face_detected,face_conf,head_detected,head_conf,image_size,match_status,match_threshold,match_box,diff_total,diff_no_box
avg_npc_2257_1,avg,avg_npc_2257_1$1.png,head置信度不足(0.624<=0.7),True,0.9804,True,0.6242,"[1664, 1664]",,,,2,2
avg_npc_2258_1,avg,avg_npc_2258_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_2300_1,avg,avg_npc_2300_1$1.png,face未检出,False,,True,0.8753,"[1408, 1408]",,,,11,11
avg_npc_2326_1,avg,avg_npc_2326_1$1.png,face未检出; head未检出,False,,False,,"[1300, 1300]",,,,0,0
avg_npc_234,avg,avg_npc_234.png,face置信度不足(0.610<=0.8),True,0.6101,True,0.8989,"[1024, 1024]",,,,0,0
avg_npc_2345_1,avg,avg_npc_2345_1$1.png,face置信度不足(0.485<=0.8),True,0.4854,True,0.9059,"[1688, 1688]",,,,20,20
avg_npc_2345_1,avg,avg_npc_2345_1$2.png,face置信度不足(0.405<=0.8),True,0.4048,True,0.9007,"[1688, 1688]",,,,20,20
avg_npc_2349_1,avg,avg_npc_2349_1$1.png,face未检出; head置信度不足(0.424<=0.7),False,,True,0.4239,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$2.png,face未检出; head置信度不足(0.524<=0.7),False,,True,0.5244,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$3.png,face未检出; head置信度不足(0.579<=0.7),False,,True,0.5785,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$4.png,face未检出; head置信度不足(0.539<=0.7),False,,True,0.5393,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$5.png,face未检出,False,,True,0.775,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$6.png,face未检出,False,,True,0.7926,"[1800, 1800]",,,,2,2
avg_npc_2349_1,avg,avg_npc_2349_1$7.png,face未检出; head置信度不足(0.619<=0.7),False,,True,0.6195,"[1800, 1800]",,,,2,2
avg_npc_235,avg,avg_npc_235.png,face未检出,False,,True,0.8605,"[1024, 1024]",,,,0,0
avg_npc_2357_1,avg,avg_npc_2357_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_2357_1,avg,avg_npc_2357_1$2.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_236,avg,avg_npc_236.png,face未检出,False,,True,0.7016,"[1024, 1024]",,,,0,0
avg_npc_2360_1,avg,avg_npc_2360_1$1.png,face置信度不足(0.476<=0.8),True,0.476,True,0.9086,"[1792, 1792]",,,,5,5
avg_npc_244,avg,avg_npc_244.png,face置信度不足(0.708<=0.8),True,0.7077,True,0.8772,"[1024, 1024]",,,,0,0
avg_npc_245_1,avg,avg_npc_245_1.png,face未检出,False,,True,0.8829,"[1024, 1024]",,,,7,7
avg_npc_246,avg,avg_npc_246.png,face置信度不足(0.526<=0.8),True,0.5261,True,0.8902,"[1024, 1024]",,,,0,0
avg_npc_249_1,avg,avg_npc_249_1$1.png,face置信度不足(0.688<=0.8),True,0.6882,True,0.8776,"[1024, 1024]",,,,0,0
avg_npc_251,avg,avg_npc_251.png,face未检出; head未检出,False,,False,,"[256, 256]",,,,0,0
avg_npc_252,avg,avg_npc_252.png,face未检出,False,,True,0.8879,"[1024, 1024]",,,,0,0
avg_npc_258_1,avg,avg_npc_258_1$1.png,face置信度不足(0.371<=0.8),True,0.3709,True,0.8027,"[1024, 1024]",,,,8,8
avg_npc_264,avg,avg_npc_264.png,face置信度不足(0.727<=0.8),True,0.7268,True,0.8629,"[1024, 1024]",,,,0,0
avg_npc_267_1,avg,avg_npc_267_1$1.png,face置信度不足(0.647<=0.8),True,0.6468,True,0.8929,"[1024, 1024]",,,,8,8
avg_npc_268,avg,avg_npc_268.png,face置信度不足(0.467<=0.8),True,0.4672,True,0.8617,"[1024, 1024]",,,,0,0
avg_npc_270_1,avg,avg_npc_270_1$1.png,face置信度不足(0.576<=0.8),True,0.5759,True,0.9066,"[1024, 1024]",,,,0,0
avg_npc_272_1,avg,avg_npc_272_1$1.png,face置信度不足(0.776<=0.8),True,0.7763,True,0.8978,"[1024, 1024]",,,,0,0
avg_npc_275,avg,avg_npc_275.png,face置信度不足(0.459<=0.8); head未检出,True,0.4589,False,,"[1024, 1024]",,,,0,0
avg_npc_279_1,avg,avg_npc_279_1$1.png,face置信度不足(0.656<=0.8),True,0.6565,True,0.8608,"[1024, 1024]",,,,0,0
avg_npc_283_1,avg,avg_npc_283_1$1.png,face未检出,False,,True,0.8557,"[1024, 1024]",,,,0,0
avg_npc_284_1,avg,avg_npc_284_1$1.png,face未检出,False,,True,0.8863,"[1024, 1024]",,,,0,0
avg_npc_285_1,avg,avg_npc_285_1$1.png,face未检出,False,,True,0.8721,"[1024, 1024]",,,,0,0
avg_npc_286_1,avg,avg_npc_286_1$1.png,face置信度不足(0.727<=0.8),True,0.7267,True,0.868,"[1024, 1024]",,,,0,0
avg_npc_287_1,avg,avg_npc_287_1$1.png,face置信度不足(0.418<=0.8),True,0.4181,True,0.9001,"[1024, 1024]",,,,11,11
avg_npc_291,avg,avg_npc_291.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_294_1,avg,avg_npc_294_1$1.png,head置信度不足(0.675<=0.7),True,0.845,True,0.6745,"[1024, 1024]",,,,9,9
avg_npc_306_1,avg,avg_npc_306_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_327_1,avg,avg_npc_327_1$1.png,face未检出,False,,True,0.8041,"[1024, 1024]",,,,0,0
avg_npc_328_1,avg,avg_npc_328_1$1.png,face置信度不足(0.364<=0.8),True,0.3638,True,0.8691,"[1024, 1024]",,,,0,0
avg_npc_330_1,avg,avg_npc_330_1$1.png,face未检出; head置信度不足(0.535<=0.7),False,,True,0.5346,"[1024, 1024]",,,,0,0
avg_npc_331_1,avg,avg_npc_331_1$1.png,head未检出,True,0.8805,False,,"[1024, 1024]",,,,0,0
avg_npc_332_1,avg,avg_npc_332_1$1.png,face未检出; head置信度不足(0.532<=0.7),False,,True,0.5321,"[1024, 1024]",,,,0,0
avg_npc_333_1,avg,avg_npc_333_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_334,avg,avg_npc_334.png,face未检出,False,,True,0.8357,"[1024, 1024]",,,,0,0
avg_npc_356_1,avg,avg_npc_356_1$1.png,face未检出; head置信度不足(0.656<=0.7),False,,True,0.6561,"[1024, 1024]",,,,12,12
avg_npc_358_1,avg,avg_npc_358_1$1.png,face未检出,False,,True,0.8581,"[1024, 1024]",,,,0,0
avg_npc_360_1,avg,avg_npc_360_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_370_1,avg,avg_npc_370_1$1.png,face置信度不足(0.771<=0.8),True,0.7715,True,0.9085,"[1024, 1024]",,,,0,0
avg_npc_373_1,avg,avg_npc_373_1$1.png,face未检出; head置信度不足(0.543<=0.7),False,,True,0.5432,"[1024, 1024]",,,,0,0
avg_npc_398_1,avg,avg_npc_398_1$1.png,face未检出,False,,True,0.8518,"[1024, 1024]",,,,0,0
avg_npc_399_1,avg,avg_npc_399_1$1.png,face置信度不足(0.319<=0.8),True,0.3187,True,0.9155,"[1024, 1024]",,,,0,0
avg_npc_403_1,avg,avg_npc_403_1$1.png,face未检出,False,,True,0.876,"[1024, 1024]",,,,5,5
avg_npc_406_1,avg,avg_npc_406_1$1.png,face未检出,False,,True,0.8799,"[1024, 1024]",,,,4,4
avg_npc_409_1,avg,avg_npc_409_1$1.png,face置信度不足(0.326<=0.8),True,0.3259,True,0.9102,"[1024, 1024]",,,,0,0
avg_npc_409_1,avg,avg_npc_409_1$2.png,face置信度不足(0.334<=0.8),True,0.3341,True,0.9099,"[1024, 1024]",,,,0,0
avg_npc_410_1,avg,avg_npc_410_1$1.png,face置信度不足(0.607<=0.8),True,0.6067,True,0.8916,"[1024, 1024]",,,,9,9
avg_npc_418_1,avg,avg_npc_418_1$1.png,face置信度不足(0.794<=0.8),True,0.794,True,0.9094,"[1024, 1024]",,,,0,0
avg_npc_419_1,avg,avg_npc_419_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_420_1,avg,avg_npc_420_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_424_1,avg,avg_npc_424_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,5,5
avg_npc_425_1,avg,avg_npc_425_1$1.png,face置信度不足(0.606<=0.8),True,0.6058,True,0.8573,"[1024, 1024]",,,,0,0
avg_npc_445_1,avg,avg_npc_445_1$1.png,face未检出; head置信度不足(0.472<=0.7),False,,True,0.4721,"[1024, 1024]",,,,0,0
avg_npc_446_1,avg,avg_npc_446_1$1.png,face置信度不足(0.306<=0.8),True,0.3056,True,0.8158,"[1024, 1024]",,,,10,10
avg_npc_447_1,avg,avg_npc_447_1$1.png,face置信度不足(0.347<=0.8),True,0.3465,True,0.8883,"[1024, 1024]",,,,10,10
avg_npc_448_1,avg,avg_npc_448_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_449_1,avg,avg_npc_449_1$1.png,face置信度不足(0.794<=0.8),True,0.794,True,0.9195,"[1024, 1024]",,,,13,13
avg_npc_452_1,avg,avg_npc_452_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_453_1,avg,avg_npc_453_1$1.png,face置信度不足(0.699<=0.8),True,0.6986,True,0.7983,"[1024, 1024]",,,,0,0
avg_npc_454_1,avg,avg_npc_454_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_455_1,avg,avg_npc_455_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_456_1,avg,avg_npc_456_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_457_1,avg,avg_npc_457_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,3,3
avg_npc_458_1,avg,avg_npc_458_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_463_1,avg,avg_npc_463_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_487_1,avg,avg_npc_487_1$1.png,face置信度不足(0.650<=0.8),True,0.6504,True,0.7787,"[1024, 1024]",,,,14,14
avg_npc_488_1,avg,avg_npc_488_1$1.png,face未检出,False,,True,0.7418,"[1024, 1024]",,,,0,0
avg_npc_494_1,avg,avg_npc_494_1$1.png,face置信度不足(0.540<=0.8),True,0.54,True,0.8454,"[1024, 1024]",,,,6,6
avg_npc_521_1,avg,avg_npc_521_1$1.png,face未检出,False,,True,0.8268,"[1024, 1024]",,,,0,0
avg_npc_526_1,avg,avg_npc_526_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_528_1,avg,avg_npc_528_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_533_1,avg,avg_npc_533_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_538_1,avg,avg_npc_538_1$1.png,head未检出,True,0.9962,False,,"[256, 256]",,,,0,0
avg_npc_542_1,avg,avg_npc_542_1$1.png,face未检出,False,,True,0.8961,"[1024, 1024]",,,,10,10
avg_npc_545_1,avg,avg_npc_545_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_574_1,avg,avg_npc_574_1$1.png,face置信度不足(0.682<=0.8),True,0.6818,True,0.9243,"[1024, 1024]",,,,0,0
avg_npc_575_1,avg,avg_npc_575_1$1.png,face未检出,False,,True,0.9203,"[1024, 1024]",,,,0,0
avg_npc_576_1,avg,avg_npc_576_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_596_1,avg,avg_npc_596_1$1.png,head未检出,True,0.9921,False,,"[256, 256]",,,,6,6
avg_npc_599_1,avg,avg_npc_599_1$1.png,face置信度不足(0.642<=0.8),True,0.6418,True,0.8235,"[512, 512]",,,,0,0
avg_npc_600_1,avg,avg_npc_600_1$1.png,face未检出,False,,True,0.8869,"[1024, 1024]",,,,0,0
avg_npc_601_1,avg,avg_npc_601_1$1.png,face置信度不足(0.685<=0.8),True,0.6853,True,0.9133,"[1024, 1024]",,,,0,0
avg_npc_602_1,avg,avg_npc_602_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_603_1,avg,avg_npc_603_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_605_1,avg,avg_npc_605_1$1.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,0,0
avg_npc_610_1,avg,avg_npc_610_1$1.png,face未检出; head置信度不足(0.604<=0.7),False,,True,0.6043,"[1024, 1024]",,,,4,4
avg_npc_624_1,avg,avg_npc_624_1$1.png,face未检出,False,,True,0.8286,"[1024, 1024]",,,,0,0
avg_npc_649_1,avg,avg_npc_649_1$1.png,face置信度不足(0.751<=0.8),True,0.7508,True,0.8969,"[1024, 1024]",,,,10,10
avg_npc_651_1,avg,avg_npc_651_1$1.png,face未检出; head置信度不足(0.645<=0.7),False,,True,0.6447,"[1024, 1024]",,,,0,0
avg_npc_652_1,avg,avg_npc_652_1$1.png,face置信度不足(0.427<=0.8),True,0.4266,True,0.8779,"[1024, 1024]",,,,10,10
avg_npc_656_1,avg,avg_npc_656_1$1.png,face未检出,False,,True,0.7288,"[1024, 1024]",,,,6,6
avg_npc_688_1,avg,avg_npc_688_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_695_1,avg,avg_npc_695_1$1.png,head置信度不足(0.690<=0.7),True,0.9032,True,0.6896,"[1024, 1024]",,,,6,6
avg_npc_727_1,avg,avg_npc_727_1$1.png,face置信度不足(0.572<=0.8),True,0.5716,True,0.8788,"[1024, 1024]",,,,10,10
avg_npc_785_1,avg,avg_npc_785_1$1.png,face置信度不足(0.748<=0.8),True,0.7477,True,0.9006,"[1024, 1024]",,,,12,12
avg_npc_792_1,avg,avg_npc_792_1$1.png,face置信度不足(0.776<=0.8),True,0.7764,True,0.8355,"[1024, 1024]",,,,0,0
avg_npc_794_1,avg,avg_npc_794_1$1.png,face未检出,False,,True,0.841,"[1024, 1024]",,,,0,0
avg_npc_795_1,avg,avg_npc_795_1$1.png,face置信度不足(0.580<=0.8),True,0.5805,True,0.756,"[1024, 1024]",,,,0,0
avg_npc_796_1,avg,avg_npc_796_1$1.png,face置信度不足(0.540<=0.8); head置信度不足(0.698<=0.7),True,0.5397,True,0.6976,"[1024, 1024]",,,,0,0
avg_npc_800_1,avg,avg_npc_800_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_802_1,avg,avg_npc_802_1$1.png,head置信度不足(0.621<=0.7),True,0.9772,True,0.6207,"[1024, 1024]",,,,22,22
avg_npc_802_1,avg,avg_npc_802_1$2.png,face置信度不足(0.772<=0.8); head置信度不足(0.690<=0.7),True,0.7725,True,0.6902,"[1024, 1024]",,,,22,22
avg_npc_804_1,avg,avg_npc_804_1$1.png,face未检出,False,,True,0.8625,"[1024, 1024]",,,,10,10
avg_npc_821_1,avg,avg_npc_821_1$1.png,face置信度不足(0.778<=0.8),True,0.7783,True,0.9069,"[1024, 1024]",,,,10,10
avg_npc_842_1,avg,avg_npc_842_1$1.png,face置信度不足(0.759<=0.8); head未检出,True,0.7592,False,,"[512, 512]",,,,0,0
avg_npc_867_1,avg,avg_npc_867_1$1.png,face未检出,False,,True,0.8325,"[1024, 1024]",,,,0,0
avg_npc_869_1,avg,avg_npc_869_1$1.png,face置信度不足(0.783<=0.8); head置信度不足(0.444<=0.7),True,0.7833,True,0.4436,"[1024, 1024]",,,,11,11
avg_npc_893_1,avg,avg_npc_893_1$1.png,face置信度不足(0.684<=0.8),True,0.6839,True,0.8948,"[1024, 1024]",,,,11,11
avg_npc_894_1,avg,avg_npc_894_1$1.png,face置信度不足(0.631<=0.8),True,0.6306,True,0.9147,"[1024, 1024]",,,,10,10
avg_npc_898_1,avg,avg_npc_898_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,36,36
avg_npc_898_1,avg,avg_npc_898_1$2.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,36,36
avg_npc_898_1,avg,avg_npc_898_1$3.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,36,36
avg_npc_898_1,avg,avg_npc_898_1$4.png,face未检出; head未检出,False,,False,,"[512, 512]",,,,36,36
avg_npc_899_1,avg,avg_npc_899_1$1.png,face未检出,False,,True,0.8851,"[1024, 1024]",,,,7,7
avg_npc_900_1,avg,avg_npc_900_1$1.png,face未检出,False,,True,0.8899,"[1024, 1024]",,,,0,0
avg_npc_901_1,avg,avg_npc_901_1$1.png,face置信度不足(0.360<=0.8),True,0.3599,True,0.8901,"[1024, 1024]",,,,0,0
avg_npc_902_1,avg,avg_npc_902_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_923_1,avg,avg_npc_923_1$1.png,face置信度不足(0.457<=0.8),True,0.4571,True,0.8692,"[1024, 1024]",,,,10,10
avg_npc_930_1,avg,avg_npc_930_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
avg_npc_933_1,avg,avg_npc_933_1$1.png,face置信度不足(0.412<=0.8),True,0.4122,True,0.8716,"[1024, 1024]",,,,0,0
avg_npc_942_1,avg,avg_npc_942_1$1.png,face未检出; head置信度不足(0.686<=0.7),False,,True,0.6858,"[1024, 1024]",,,,0,0
avg_npc_995_1,avg,avg_npc_995_1$1.png,face置信度不足(0.685<=0.8),True,0.6848,True,0.9003,"[1024, 1024]",,,,10,10
avg_npc_9999_1,avg,avg_npc_9999_1$1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,5,5
char_013_riop,char,char_013_riop.png,face未检出,False,,True,0.8878,"[1024, 1024]",no_avatar,,,0,0
char_015_lmg,char,char_015_lmg.png,face未检出; head未检出,False,,False,,"[1024, 1024]",no_avatar,,,0,0
char_1002_nsabr_1,char,char_1002_nsabr_1.png,face未检出; head置信度不足(0.556<=0.7),False,,True,0.5562,"[1024, 1024]",no_avatar,,,0,0
char_1002_nsabr_2,char,char_1002_nsabr_2.png,face置信度不足(0.410<=0.8); head置信度不足(0.574<=0.7),True,0.4101,True,0.5743,"[1024, 1024]",no_avatar,,,0,0
char_1011_wizard_1,char,char_1011_wizard_1.png,face未检出; head置信度不足(0.631<=0.7),False,,True,0.6307,"[1024, 1024]",ok,0.6271,"[447, 49, 607, 209]",1,1
char_105_emper,char,char_105_emper.png,face未检出; head置信度不足(0.423<=0.7),False,,True,0.4228,"[1024, 1024]",ok,0.4721,"[354, 129, 554, 329]",0,0
char_1500_skulsr,char,char_1500_skulsr.png,face未检出; head置信度不足(0.532<=0.7),False,,True,0.5319,"[1024, 1024]",no_avatar,,,0,0
char_1508_faust_1,char,char_1508_Faust_1.png,face置信度不足(0.433<=0.8),True,0.433,True,0.8956,"[1024, 1024]",no_avatar,,,1,1
char_2005_weiyw_1,char,char_2005_weiyw_1.png,face置信度不足(0.493<=0.8),True,0.4935,True,0.8051,"[1024, 1024]",no_avatar,,,4,4
char_264_mountain_1,char,char_264_Mountain_1#1.png,head置信度不足(0.572<=0.7),True,0.9701,True,0.5716,"[1024, 1024]",ok,0.5942,"[425, 7, 580, 162]",10,10
char_285_medic2_1,char,char_285_medic2_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.7079,"[80, 500, 215, 635]",0,0
char_362_saga,char,char_362_Saga#1.png,head置信度不足(0.557<=0.7),True,0.9592,True,0.5568,"[1024, 1024]",ok,0.6951,"[432, 200, 577, 345]",5,5
char_376_therex_1,char,char_376_therex_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",ok,0.453,"[578, 185, 713, 320]",0,0
char_empty,char,char_empty.png,face未检出; head未检出,False,,False,,"[24, 24]",,,,1,1
npc_10002,npc,npc_10002_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
npc_10003_1,npc,npc_10003_1.png,face未检出; head未检出,False,,False,,"[1024, 1024]",,,,0,0
